EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000971	CFH	666.682056450277	-6.1504170307988	0.187381329194774	-22.1495762071612	1.05304843333873e-108	8.73029803659475e-105
ENSG00000166888	STAT6	1102.8539872845	-7.83371706750038	0.263233523821116	-22.161755777979	8.03558905671595e-109	8.73029803659475e-105
ENSG00000197956	S100A6	13363.6363000428	9.26472481852262	0.346060868349279	20.9926214806533	7.66022985787362e-98	4.23380904244675e-94
ENSG00000116194	ANGPTL1	595.294975626632	-5.37929423352395	0.16193454585045	-20.8682725219411	1.04025445285209e-96	4.31211477068513e-93
ENSG00000043355	ZIC2	841.919729315914	-6.51065969415865	0.217581082411346	-20.7309369186383	1.82208083446125e-95	6.0423844632404e-92
ENSG00000149591	TAGLN	1102.88839039031	-5.75395948328107	0.18418339350643	-20.3816392553871	2.43367008292442e-92	6.72544727416165e-89
ENSG00000154096	THY1	4722.67999429406	7.56290668851073	0.287928729091435	19.3204294203798	3.61629696591697e-83	8.56597428455275e-80
ENSG00000163531	NFASC	672.822241703865	6.77564837354888	0.255979390619982	18.6563783982072	1.12074375510087e-77	2.32288152541594e-74
ENSG00000145147	SLIT2	1846.7377460411	-5.63051847098467	0.201832037671394	-17.9878205307305	2.42717893500382e-72	4.47167265792204e-69
ENSG00000142303	ADAMTS10	815.68362177742	-7.61891604878158	0.312722072743486	-17.9677628748341	3.48487056140744e-72	5.77826387786967e-69
ENSG00000137868	STRA6	1154.30621167059	-8.92408664788998	0.390857823466951	-17.7151031197805	3.20639364005565e-70	4.83320117688752e-67
ENSG00000196569	LAMA2	1287.33808493746	-5.66195727735456	0.209332327579062	-17.4935105327747	1.60555284776068e-68	2.21847264739332e-65
ENSG00000277586	NEFL	2303.77027364853	9.86135354590556	0.450414343414117	17.4536039112718	3.23182791315484e-68	4.12207220215541e-65
ENSG00000138083	SIX3	618.89861134912	-10.2310523917419	0.474607119620118	-17.3428759314234	2.23280296241512e-67	2.64443613712894e-64
ENSG00000184349	EFNA5	365.388962308186	-8.26978526863947	0.367376347417793	-17.0663825058646	2.64063342210504e-65	2.91895618479491e-62
ENSG00000141449	GREB1L	568.973691930343	-6.11959832192538	0.247337769928587	-16.6557591390705	2.74834611429021e-62	2.84814543256537e-59
ENSG00000161381	PLXDC1	1623.94439250809	-11.2923371147838	0.564807908804872	-16.4522078567318	8.0865889643858e-61	7.88727833049888e-58
ENSG00000198121	LPAR1	663.9291856218	-4.58916841058717	0.159755434134286	-16.2070756755028	4.49451940574719e-59	4.14020145926078e-56
ENSG00000128487	SPECC1	2092.98067171421	3.98204216278678	0.124535765421669	15.9154453026063	4.95134708207366e-57	4.32096241936123e-54
ENSG00000204131	NHSL2	310.872579844658	-6.60263885395168	0.289320672701779	-15.9084340948422	5.53814055376189e-57	4.59139542609629e-54
ENSG00000067715	SYT1	1224.02856384432	-3.64353012789612	0.104458011037676	-15.7338830365373	8.86064984439523e-56	6.99611595571035e-53
ENSG00000034053	APBA2	672.284736129243	7.74335439400541	0.369333657365937	15.5505848965042	1.57659382727633e-54	1.18825010227586e-51
ENSG00000003096	KLHL13	658.101124514434	6.3663737444465	0.281712317080563	15.4994065921435	3.5011076202571e-54	2.52399415006448e-51
ENSG00000121871	SLITRK3	341.95203358373	-8.01170539549544	0.388960133382115	-15.4558395052522	6.89079284590155e-54	4.76067650741224e-51
