EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000115414	FN1	50326.0172402862	-11.8388995578265	0.235468963107572	-41.7842735109498	0	0
ENSG00000164692	COL1A2	28229.9521291075	-14.5582702374037	0.432362826229216	-29.0456752420848	1.74503442947642e-185	1.39061793684976e-181
ENSG00000108821	COL1A1	17361.8681928811	-12.2793905562268	0.377754170418237	-27.2118519428806	4.70270171255768e-163	2.49838866315814e-159
ENSG00000166147	FBN1	6455.68299569798	-7.89915833135138	0.2173063221328	-27.1467404788449	2.76661634311733e-162	1.1023582819151e-158
ENSG00000065923	SLC9A7	3047.16316005303	-5.49622624815576	0.128865529067144	-27.13081049265	4.26537778442274e-162	1.35963182256259e-158
ENSG00000170017	ALCAM	7154.46976320026	-6.38139374486121	0.16811993735103	-26.061119305041	1.00652749881206e-149	2.67367254601111e-146
ENSG00000119681	LTBP2	2650.78224076695	-6.95320182071221	0.192764781264377	-25.6955746180568	1.3098884952357e-145	2.9824289767238e-142
ENSG00000071967	CYBRD1	4662.98422022184	-6.72131472800868	0.188395396206332	-25.0606693320566	1.3357489735619e-138	2.66114589257869e-135
ENSG00000138083	SIX3	618.89861134912	-6.69284205944122	0.189752455333646	-24.7313904380825	4.91680083167961e-135	8.70710796170106e-132
ENSG00000168461	RAB31	4976.40117088129	-5.27398767084076	0.132684386858922	-24.6750032038198	1.98435337214188e-134	3.16266240451973e-131
ENSG00000149591	TAGLN	1102.88839039031	-7.08499755704133	0.207484405963376	-24.5078541369461	1.21814845865983e-132	1.76498637582912e-129
ENSG00000196569	LAMA2	1287.33808493746	-8.54378343721816	0.269810810905318	-24.2532291988645	6.11328821426234e-130	8.11946562990944e-127
ENSG00000183098	GPC6	2363.3374641526	-7.34217225451302	0.221422522431756	-24.1265983055519	1.31482310155178e-128	1.61197312250248e-125
ENSG00000076716	GPC4	5132.53104393924	-9.09552874839357	0.29946295744769	-23.6941784348504	4.14006542820354e-124	4.3989575196472e-121
ENSG00000166073	GPR176	1005.96016648977	-4.73331571061624	0.11534585636332	-23.6966961518476	3.89988594684963e-124	4.3989575196472e-121
