EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000067715	SYT1	1224.02856384432	-8.07314675063508	0.177840713429212	-34.1493611531897	1.36666603894785e-255	2.26606895917943e-251
ENSG00000166165	CKB	12309.1612663868	-6.40527860445986	0.149241990506318	-29.5176886177577	1.70720341225399e-191	1.41535698892917e-187
ENSG00000138083	SIX3	618.89861134912	-8.47819685524154	0.263305183626571	-24.6033775940741	1.16230200899024e-133	6.42404320368908e-130
ENSG00000136156	ITM2B	3360.657588985	-10.9874684969429	0.380195374002311	-23.6390790406837	1.52876972752592e-123	6.33713271302683e-120
ENSG00000196569	LAMA2	1287.33808493746	-7.24493431806941	0.224545008976951	-23.3580534342127	1.14147734226745e-120	3.78536716242731e-117
ENSG00000185551	NR2F2	1237.44780944249	-9.73101580911183	0.337150315208494	-22.9304718411162	2.30815949384952e-116	6.37859876125314e-113
ENSG00000070018	LRP6	1785.16733939487	-6.90589437144915	0.220948415067214	-22.203799787189	3.15610816624527e-109	7.47591850064469e-106
ENSG00000151892	GFRA1	1580.87949231189	-7.63346341139003	0.264505492837467	-21.2980961225318	1.1822962443093e-100	2.45045675336157e-97
ENSG00000149591	TAGLN	1102.88839039031	-5.82687798482964	0.182481215134963	-20.9713530348824	1.19807997573818e-97	2.20726267530165e-94
ENSG00000197956	S100A6	13363.6363000428	8.69112498071787	0.346082330632819	19.3339110045954	2.78485506816719e-83	4.61756818852801e-80
ENSG00000134247	PTGFRN	3931.09438636683	5.6789498589719	0.192580409225504	19.1034481324837	2.36350435590217e-81	3.56266052047399e-78
ENSG00000152977	ZIC1	2306.32858444647	7.24185671256773	0.274648419949919	19.0856976840557	3.32014090141378e-81	4.58760469052849e-78
ENSG00000164199	ADGRV1	2143.49949073829	-8.31877528531021	0.331653943890886	-19.052314624032	6.28603273297022e-81	8.01759298041379e-78
ENSG00000196376	SLC35F1	892.268483131293	-4.54655866508054	0.133694515976997	-19.047592539388	6.87940503223856e-81	8.14767248853911e-78
ENSG00000148357	HMCN2	521.337569744328	8.32820659038148	0.334333642454938	18.9278187618657	6.72915634004581e-80	7.43840941828664e-77
ENSG00000147889	CDKN2A	2903.43852982463	5.50903632859958	0.185959217240354	18.8699241730197	2.01587541555298e-79	2.08907689158025e-76
