EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000971	CFH	666.682056450277	-13.9265383013242	1.18585735844827	-10.0573127251412	8.52947747859737e-24	4.1445979284721e-22
ENSG00000001561	ENPP4	149.118452445002	-11.2729976754758	1.19281899231105	-7.77401913890524	7.60342437125881e-15	1.8473075858098e-13
ENSG00000002587	HS3ST1	117.772189202161	-10.6205028292455	1.25805562435555	-6.85224298699941	7.27009278664675e-12	1.36801344549676e-10
ENSG00000002746	HECW1	593.44277064305	-4.79477214504321	0.328793128945546	-8.50009291254403	1.89439007205425e-17	5.57062527092262e-16
ENSG00000003137	CYP26B1	13.5294482707752	-6.40066398007881	1.24046272680702	-3.54759871858965	0.000388760032122776	0.00350654068589293
ENSG00000003402	CFLAR	1379.3547112363	-5.32426113500226	0.223724148007345	-14.8587497800779	6.10539442605474e-50	9.26740727261529e-48
ENSG00000003436	TFPI	1786.28575760942	-3.38353105141463	0.142015289771629	-9.74212744021749	1.9933673575699e-22	8.75214571486202e-21
ENSG00000004468	CD38	160.889574074761	-6.96306287559153	1.04963040717698	-4.72839090946297	2.26306162607962e-06	2.60611822228735e-05
ENSG00000004848	ARX	21.7329027589715	-8.27863547974763	1.24904087445341	-5.02676542310532	4.98821907694283e-07	6.09679721229408e-06
ENSG00000005059	MCUB	926.300706950988	-3.04568194983526	0.237546560324537	-4.40200838272145	1.07253411996135e-05	0.000116206993908524
ENSG00000005243	COPZ2	331.432149537519	-6.82429761863913	0.614112276067195	-7.85572574698257	3.97463912521679e-15	9.8519126559417e-14
ENSG00000005469	CROT	366.265444397132	-4.44629345749659	0.398785917216296	-6.13435267366714	8.55066417108868e-10	1.33346854754219e-08
ENSG00000006042	TMEM98	240.271866240229	-12.6936946838207	1.21524058745504	-8.79965234391612	1.37240648202583e-18	4.47309090194841e-17
ENSG00000006377	DLX6	165.837491704046	-11.4812661165078	1.23750665470824	-7.66158798454561	1.83647996214182e-14	4.31072424692435e-13
ENSG00000006432	MAP3K9	553.770846690109	-7.58599849487196	0.580059653099708	-9.63004143629304	5.97053980091328e-22	2.51077739701731e-20
ENSG00000006740	ARHGAP44	104.384346173015	-6.52986773389183	0.502484030443324	-9.01494865398068	1.9696270853338e-19	6.86912833392782e-18
ENSG00000006757	PNPLA4	63.0350135279883	-10.4733401880023	1.21236176099278	-6.9891186448042	2.76618425958039e-12	5.38966316982791e-11
ENSG00000008086	CDKL5	1659.7813985101	-11.8745851235784	0.708558141424596	-13.9361677557257	3.81902513950599e-44	4.68212482103434e-42
ENSG00000008256	CYTH3	3188.12799422476	-3.13477898328176	0.236895345109824	-4.79021224649085	1.66604989026287e-06	1.95102888692209e-05
ENSG00000008394	MGST1	1595.71626990738	-11.8422085461764	1.04454282035752	-9.42250365840218	4.40457885148527e-21	1.76382356118021e-19
ENSG00000009694	TENM1	790.709300632421	-12.806953651556	1.24155356337697	-8.70437971452609	3.193162941135e-18	1.00780875422732e-16
ENSG00000010030	ETV7	43.4986155286522	-6.04509773846383	1.24083390231477	-3.25998325071367	0.00111418793324861	0.00947594838853591
ENSG00000011201	ANOS1	20.0524061367001	-8.06753999228381	1.2894197829072	-4.70563587802538	2.53075875396924e-06	2.9080917823188e-05
ENSG00000011638	TMEM159	209.280012330282	-4.57983498692703	0.331718130639341	-7.77719017635471	7.41530911048574e-15	1.80988049927905e-13
ENSG00000013288	MAN2B2	977.853799496113	-2.81229011497971	0.179195143993708	-4.53299178134105	5.81540786600647e-06	6.4701556983574e-05
ENSG00000013364	MVP	3535.45286967	-3.64745966069368	0.182639977371575	-9.02025769167709	1.87647375577219e-19	6.55860498234587e-18
ENSG00000018625	ATP1A2	358.77162278185	-11.6905502496898	1.11784625120138	-8.66894730762405	4.36133722940134e-18	1.35499011232356e-16
ENSG00000018869	ZNF582	52.4415863307468	-7.54784301470871	1.1954085683839	-4.64095971991313	3.46794727908456e-06	3.93676237422007e-05
ENSG00000019549	SNAI2	525.468021881764	-5.35869282655115	0.352927945875814	-9.51665308967339	1.78846401384355e-21	7.23465468341079e-20
ENSG00000019582	CD74	403.822460675952	-4.07952794907794	0.601769844797432	-3.45568653374108	0.000548893251533508	0.0048709691775841
ENSG00000019991	HGF	114.302168715717	-7.31618817268732	0.685226814845153	-7.75828974802842	8.60823059165367e-15	2.08507567127319e-13
