EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000003096	KLHL13	658.101124514434	5.41326917736319	0.282626213280743	12.0769731078436	1.39770824033602e-33	1.10829223554604e-31
ENSG00000003989	SLC7A2	568.155121987194	11.4603797414342	0.851238153182304	11.1136697833234	1.07642866846969e-28	6.8351076167609e-27
ENSG00000004478	FKBP4	3718.68744415796	2.69907560476601	0.163198218640155	4.28359825610257	1.83894832496757e-05	0.000193843640233684
ENSG00000004776	HSPB6	331.410006395318	3.83683588619482	0.363140997743749	5.05818923670796	4.23256308001308e-07	5.19711790209927e-06
ENSG00000004799	PDK4	23.0730754292596	8.02792481440394	1.26021041101184	4.78326854129385	1.72467463952496e-06	2.01376296005486e-05
ENSG00000005513	SOX8	473.958083437208	4.94570828871648	0.543335552197773	5.42152685720858	5.90921166997119e-08	7.89446903570837e-07
ENSG00000007171	NOS2	670.187200551306	8.76284093550823	0.534976016859286	12.6413908705875	1.24826098277234e-36	1.11144042142042e-34
ENSG00000007174	DNAH9	722.926186639913	11.2447495177454	0.939794796147735	9.8369873462165	7.80119076031004e-23	3.5122988231023e-21
ENSG00000007237	GAS7	1437.57119561923	11.8768410646949	0.658662496841572	14.9952989764204	7.88070293638563e-51	1.21944313980693e-48
ENSG00000009950	MLXIPL	46.7424377251255	6.77918478611601	0.960542028225674	4.97550825021595	6.50766625019913e-07	7.84562667894658e-06
ENSG00000010278	CD9	2384.21034318773	3.49657086035033	0.299458934521285	4.99758293317495	5.80533741664108e-07	7.0308106190293e-06
ENSG00000010319	SEMA3G	17.6586887234593	6.69187210426924	1.0975634394384	4.27480720993218	1.91302758224133e-05	0.000201120274444342
ENSG00000010932	FMO1	14.9595619260801	4.40312279661574	0.634956196834517	3.78470642320866	0.000153890131250012	0.00145647322557167
ENSG00000011465	DCN	113.808025435793	3.05087036365755	0.322732138971974	3.25616893007613	0.00112926541599314	0.00958882908902433
ENSG00000015133	CCDC88C	325.120911986386	2.66449277446003	0.166293105089533	3.99591296405383	6.44454093246408e-05	0.000639956968109735
ENSG00000016391	CHDH	382.286721223358	4.96810706489251	0.291404979673841	10.1855056430903	2.30160211720385e-24	1.14993525216285e-22
ENSG00000025423	HSD17B6	30.9040084209186	5.75608388787225	0.717620045829866	5.23408440120797	1.65804681722346e-07	2.12940774962994e-06
ENSG00000026559	KCNG1	209.70383541084	5.09633349962062	0.623861729648998	4.9631726911069	6.93508672193306e-07	8.34199337163541e-06
