EnsembleGeneName	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000003096	KLHL13	658.101124514434	6.44254267807295	0.281687860729199	15.7711541653681	4.91434564718064e-56	1.77140793860657e-53
ENSG00000005471	ABCB4	211.938365473116	4.85403662101915	0.394602842073691	7.23268136139315	4.73549599869871e-13	1.83456212977625e-11
ENSG00000005884	ITGA3	14372.5525056846	3.02617135568533	0.195110108046203	5.25944742669269	1.44488930701846e-07	3.17320656949313e-06
ENSG00000006453	BAIAP2L1	314.462881201394	4.08013790876439	0.366302357705961	5.67874561821457	1.35686091112569e-08	3.32812289458211e-07
ENSG00000006606	CCL26	72.1079955845028	6.47208173739782	0.792585062170287	5.64239972571802	1.67696206244161e-08	4.04152731938144e-07
ENSG00000007174	DNAH9	722.926186639913	7.16969630734929	0.94165678440469	5.49000059572399	4.01932386921931e-08	9.36016981397829e-07
ENSG00000007350	TKTL1	12.0187311650875	8.06832036721969	1.34943444939623	4.496936008959	6.89397253997595e-06	0.000124791439612818
ENSG00000008323	PLEKHG6	41.1104369156585	4.61122678543397	0.550393070293537	4.74429444404404	2.09234321655417e-06	3.99690586102358e-05
ENSG00000008513	ST3GAL1	696.959718224235	2.95188086903326	0.188931392070732	5.03823561876311	4.69842839113538e-07	9.76248636007716e-06
ENSG00000010278	CD9	2384.21034318773	4.02364623646826	0.299341761387859	6.76032046810269	1.37686847791298e-11	4.62142838710024e-10
ENSG00000012223	LTF	214.371413000093	12.4580918712046	1.49932709666176	6.97519033337652	3.05456990061099e-12	1.08453583558952e-10
ENSG00000018236	CNTN1	979.813646293778	8.25679611936046	0.944467582466961	6.62468065131217	3.47999692185152e-11	1.12479198754815e-09
ENSG00000019186	CYP24A1	21.9648161783995	8.99324196014706	1.32683804159136	5.27060706803343	1.35973280115963e-07	3.00264692961881e-06
ENSG00000020633	RUNX3	24.5900484967764	7.38430347033623	1.27492333126027	4.22323706713706	2.40818278443203e-05	0.000409959740746073
ENSG00000021355	SERPINB1	558.460439807526	2.88873110795423	0.223965090900418	3.96816800502801	7.24272682704724e-05	0.00116030583110406
ENSG00000022556	NLRP2	55.3814929601532	6.00926102668324	0.845196543891582	4.74358426529194	2.09969542531488e-06	4.00633485007434e-05
ENSG00000034053	APBA2	672.284736129243	5.14060330628597	0.371123821869265	8.46241367764397	2.61899588894061e-17	1.42847272481988e-15
ENSG00000041353	RAB27B	537.790838081154	3.9538347272219	0.276339953721738	7.07040259979679	1.54484835623246e-12	5.71766307917196e-11
ENSG00000046774	MAGEC2	213.637793117594	10.9238698912309	1.20033119733119	7.43450633547827	1.04959198017441e-13	4.39476884426059e-12
ENSG00000047597	XK	24.2425872780111	8.99131811304535	1.22349425772913	5.71422225227408	1.10206886935677e-08	2.72330907940455e-07
ENSG00000049249	TNFRSF9	32.3671077081606	4.611352071704	0.755331975007408	3.45722431739817	0.000545770341885885	0.00767550300153508
ENSG00000050344	NFE2L3	965.601650784913	2.87034293950558	0.236695629990694	3.67705537926406	0.00023594183216199	0.00351496093358307
ENSG00000053747	LAMA3	361.352367922755	8.65084370025261	1.18973737766833	5.5901779880927	2.26836976727178e-08	5.41177541167387e-07
ENSG00000055732	MCOLN3	77.1848335080418	10.1431576276764	1.20516018566625	6.75690893586449	1.4096672644504e-11	4.71243808706695e-10
ENSG00000056558	TRAF1	276.001962757953	5.25836131627486	0.452975623883118	7.19323765888917	6.32726648557308e-13	2.41733653449971e-11
ENSG00000058866	DGKG	187.148569685752	5.05697026773664	0.50613036362679	6.03988712676954	1.54222072736553e-09	4.15797754153623e-08
ENSG00000063015	SEZ6	363.75838112231	9.02207673406595	0.493971702635621	14.2155445273467	7.33784388854174e-46	1.73812556451301e-43
ENSG00000065675	PRKCQ	33.7898255862318	6.04301331087138	0.665271193934613	6.0772409022549	1.22268011316266e-09	3.34542227002476e-08
ENSG00000068615	REEP1	76.7782502354954	5.64807181584105	0.823855196958044	4.42804977053126	9.50889625839327e-06	0.000170266748229394
ENSG00000069011	PITX1	928.289978114419	9.59746771067161	0.665307888049935	11.4194763764794	3.34241638798336e-30	3.79593192665425e-28
