EnsembleGeneName	external_gene_name	MekDD_1_1	Aktmyr_1_2	ARPE19_1_3	RasV12_1_4	T53D4_1_5	MekDD_3_1	Aktmyr_3_2	ARPE19_3_3	RasV12_3_4	T53D4_3_5	RasV12_2_4	T53D4_2_5	MekDD_2_1	Aktmyr_2_2	ARPE19_2_3
CCND1_transgene	NA	10077.9928366005	22982.8130151256	4868.64493936112	70394.9961517156	5367.17218460613	6593.91091363802	31370.4253758323	5786.7413879947	71691.4641806902	4791.26400680896	77475.7537393385	3419.49638713917	8345.63905129074	26477.95655235	7437.64828228479
CDK4r24c_transgene	NA	3914.25048620709	29340.7720284637	1800.96939043709	74850.1455328935	2741.78689477809	4769.44615864501	34864.7793950166	2555.50639744852	74153.2748694846	3299.02527911271	73440.2437823378	2550.55304581482	4530.78102399303	30549.7900960059	2275.45952181776
ENSG00000000003	TSPAN6	1021.35970917738	985.71692775167	1461.23277114571	912.390959726053	1077.24394399232	1256.29690137886	1097.40043577688	1438.85837487785	1061.07689893306	1071.84779741619	978.506245731427	944.649276227711	953.518470954574	662.311115199876	1300.14828514552
ENSG00000000419	DPM1	1611.86334518012	1183.36928934043	1168.98621691657	2304.27007014251	1391.52827735746	1442.17083956817	1403.25486345153	1451.90332841256	2005.65990552294	1355.08991356234	1991.61730225998	1266.90197258624	1315.00861495956	1191.47009994811	1296.94792013593
ENSG00000000457	SCYL3	227.930556567833	248.549965431359	257.542275914432	252.242581642819	216.930263770555	283.424799366688	273.037428997118	266.117052107962	258.251520375242	240.010424734363	257.695399553047	274.015286508605	298.758665652708	246.98685337662	287.232759610611
ENSG00000000460	C1orf112	472.210562340954	307.930503247725	251.149382540669	728.32204879751	444.442491627479	436.342365536622	626.148334767429	559.628506638802	550.188021668994	582.882460069168	665.590403417013	596.93794689283	503.420113777004	433.951761938252	423.248272518143
ENSG00000000971	CFH	31.7371661043818	307.082209850348	1102.31747173305	107.941645297603	251.850745255572	118.642939269776	540.824138205829	481.358785430578	185.267395051804	380.140734827718	145.045696319858	412.027875801448	76.8460609815364	353.232594773267	488.855755214717
ENSG00000001036	FUCA2	5024.08956755426	5639.45450575999	5021.16110984945	7469.56185459412	5163.99847414785	8621.38692027042	9033.86339595271	9196.69224196633	10480.2396882714	8616.52332276161	9043.63597917165	7010.50356485586	6844.78843171257	8076.74606838015	8744.99738870189
ENSG00000001084	GCLC	927.109943170427	917.005162564161	724.223492199094	829.446327023685	842.324341274937	914.868887258054	1201.1021515979	906.624270661929	1156.51767820217	982.402918633201	1044.03450447492	1015.66546295121	1054.67297979762	1132.82796995645	978.51160168183
ENSG00000001167	NFYA	800.161278752899	810.96848789208	714.177516897467	1200.99283241649	726.980932733519	876.639495715571	1021.26499884499	905.319775308459	1317.9248784367	878.050560053043	1388.61006730585	964.748196998513	972.337914460257	881.701672109835	848.09672754108
